Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.00055660976823,2010-09-07 10:44:17,30.000557221294695,1,1,0.0,3.7902441024780273,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.01578079205402,2010-09-07 10:44:47,60.01578139856796,1,1,0.0,3.7900822162628174,0.0,0.0,0.0,0.0,-6.47544875391759e-05,0.0,0,0,0
3,90.03103849300756,2010-09-07 10:45:17,90.03103907445895,1,1,0.0,3.7900822162628174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,120.01435201637936,2010-09-07 10:45:47,120.0143525827932,1,1,0.0,3.7902441024780273,0.0,0.0,0.0,0.0,3.237724376958795e-05,0.0,0,0,0
5,150.01499542524837,2010-09-07 10:46:17,30.000210250201462,2,1,0.550297200679779,3.874586582183838,0.00458482835604,0.0,0.017725409351708,0.0,0.00038852691068314016,0.0,0,0,0
6,180.03024748712593,2010-09-07 10:46:47,60.015462297041466,2,1,0.550297200679779,3.8839759826660156,0.009171981159153,0.0,0.035521992183193,0.0,0.00016188621520996094,0.0,0,0,0
7,210.04552360404853,2010-09-07 10:47:17,90.03073842900162,2,1,0.550297200679779,3.8894801139831543,0.013759108635529,0.0,0.053351524020519,0.0,0.0001295089750783518,0.0,0,0,0
8,240.0604927046111,2010-09-07 10:47:47,120.04570751953916,2,1,0.550297200679779,3.8930416107177734,0.018346190681807,0.0,0.071201246748412,0.0,9.713172767078504e-05,0.0,0,0,0
9,270.06056114583555,2010-09-07 10:48:17,150.0457759607636,2,1,0.5501165986061096,3.895631790161133,0.022930886002087,0.0,0.089055821372408,0.0,3.237724376958795e-05,0.0,0,0,0
10,300.0760629460985,2010-09-07 10:48:47,180.0612778562643,2,1,0.5501165986061096,3.8978981971740723,0.027517798565308,0.0,0.106930215543374,0.0,6.47544875391759e-05,0.0,0,0,0
11,330.09105930971384,2010-09-07 10:49:17,210.07627413466693,2,1,0.5501165986061096,3.899840831756592,0.032104689626216,0.0,0.124814283211126,0.0,3.237724376958795e-05,0.0,0,0,0
12,360.1061813971552,2010-09-07 10:49:47,240.0913962421583,2,1,0.5499359965324402,3.9017834663391113,0.036691551893287,0.0,0.14270711094181,0.0,3.237724376958795e-05,0.0,0,0,0
13,390.12159044589606,2010-09-07 10:50:17,270.10680526082416,2,1,0.5501165986061096,3.903564214706421,0.041278513079159,0.0,0.160608899393801,0.0,3.237724376958795e-05,0.0,0,0,0
14,420.13672124508327,2010-09-07 10:50:47,300.12193608006135,2,1,0.5501165986061096,3.9053449630737305,0.045865504426809,0.0,0.178518947794791,0.0,3.237724376958795e-05,0.0,0,0,0
15,450.1521506496354,2010-09-07 10:51:17,330.1373655948888,2,1,0.550297200679779,3.90728759765625,0.050452560039816,0.0,0.196437150044527,0.0,9.713172767078504e-05,0.0,0,0,0
16,480.1672205518143,2010-09-07 10:51:47,360.1524353767674,2,1,0.5501165986061096,3.9089064598083496,0.055039535906285,0.0,0.214362969262417,0.0,6.47544875391759e-05,0.0,0,0,0
17,510.18263029729434,2010-09-07 10:52:17,390.1678451122224,2,1,0.550297200679779,3.910687208175659,0.059626559038927,0.0,0.232296767385764,0.0,6.47544875391759e-05,0.0,0,0,0
18,540.19787217876,2010-09-07 10:52:47,420.1830869936881,2,1,0.5501165986061096,3.912306070327759,0.064213608149267,0.0,0.250238379294312,0.0,6.47544875391759e-05,0.0,0,0,0
