Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.000459908386706,2010-11-01 14:23:58,30.00046052492568,1,1,0.0,3.7020163536071777,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.01577345373644,2010-11-01 14:24:28,60.015774040200355,1,1,0.0,3.7020163536071777,0.0,0.0,0.0,0.0,-3.237724376958795e-05,0.0,0,0,0
3,90.03086362651388,2010-11-01 14:24:58,90.03086424806537,1,1,0.0,3.7020163536071777,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,120.014324307213,2010-11-01 14:25:28,120.0143248886644,1,1,0.0,3.7020163536071777,0.0,0.0,0.0,0.0,3.237724376958795e-05,0.0,0,0,0
5,150.0151141973811,2010-11-01 14:25:58,30.00035190880313,2,1,0.550297200679779,3.792510509490967,0.004585180375553,0.0,0.017352899758569,0.0,0.0003237724304199219,0.0,0,0,0
6,180.03021472099582,2010-11-01 14:26:28,60.01545251763055,2,1,0.550297200679779,3.8020617961883545,0.009172687718366,0.0,0.034775233676633,0.0,0.00016188621520996094,0.0,0,0,0
7,210.0454074547813,2010-11-01 14:26:58,90.03064516620334,2,1,0.5501165986061096,3.808699131011963,0.013760142077772,0.0,0.052233009048927,0.0,0.00016188621520996094,0.0,0,0,0
8,240.06101633733817,2010-11-01 14:27:28,120.04625404374764,2,1,0.5501165986061096,3.8137176036834717,0.018347670720086,0.0,0.069717481563428,0.0,0.0001295089750783518,0.0,0,0,0
9,270.0758968267135,2010-11-01 14:27:58,150.06113453813558,2,1,0.5499359965324402,3.8182504177093506,0.022934219089746,0.0,0.087220431118823,0.0,6.47544875391759e-05,0.0,0,0,0
10,300.09113588112245,2010-11-01 14:28:28,180.07637359254446,2,1,0.550297200679779,3.8226213455200195,0.027520816683984,0.0,0.104743478953912,0.0,9.713172767078504e-05,0.0,0,0,0
11,330.106377712463,2010-11-01 14:28:59,210.091615423885,2,1,0.550297200679779,3.8266685009002686,0.032107371609414,0.0,0.122284961443095,0.0,0.0001295089750783518,0.0,0,0,0
12,360.12171913239195,2010-11-01 14:29:29,240.10695686887652,2,1,0.5501165986061096,3.8303918838500977,0.036693893866165,0.0,0.139844176872249,0.0,0.0001295089750783518,0.0,0,0,0
13,390.1370237554703,2010-11-01 14:29:59,270.1222614668924,2,1,0.5501165986061096,3.8341150283813477,0.041280457899466,0.0,0.157420791218444,0.0,0.0001295089750783518,0.0,0,0,0
14,420.15496497991126,2010-11-01 14:30:29,300.14020280160867,2,1,0.5499359965324402,3.837514638900757,0.045867443553913,0.0,0.175015710638249,0.0,3.237724376958795e-05,0.0,0,0,0
15,450.1673929173398,2010-11-01 14:30:59,330.15263065883687,2,1,0.5501165986061096,3.841076135635376,0.050453590443637,0.0,0.192623717629858,0.0,6.47544875391759e-05,0.0,0,0,0
