Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
1,4500.087929962017,2011-01-03 11:52:56,0.0003419754502829164,3.404470443725586,0.047572617883619,0.884058119963465,0.199786735249564,3.219456448660854,0.09464868903160095,0,0,1246.1364490295232,2893.889336965999,4.200462341308594
2,14919.923896311502,2011-01-03 14:46:37,0.0007031940040178597,3.4148311614990234,0.925134268539239,1.754010736612871,3.713387634069179,6.386139534010246,0.09545765817165375,0,0,7212.011688988076,2847.7485507067076,4.200138568878174
3,25327.24816223126,2011-01-03 17:40:06,0.0003419754502829164,3.460968494415283,1.78871807333925,2.59826508451488,7.174432325728506,9.439002852369198,0.09860451519489288,0,0,7283.324405748006,2763.92534869253,4.200138568878174
4,35661.97557370288,2011-01-03 20:32:22,0.0005225847125984728,3.478614091873169,2.629054657534211,3.428693237327076,10.555180820021032,12.431023476645157,0.09788454324007034,0,0,7255.649963908901,2719.003013386435,4.200138568878174
5,45911.97008844589,2011-01-03 23:23:13,0.0007031940040178597,3.4472081661224365,3.460861442947347,4.27032267791726,13.904033692907367,15.478217846872852,0.09644070267677307,0,0,7134.596446138656,2755.3217859508277,4.200138568878174
6,56176.91014977644,2011-01-04 02:14:19,0.0003419754502829164,3.4425134658813477,4.302157885466308,5.112660841904023,17.283905908459708,18.530601264301495,0.09716327488422394,0,0,7147.310873806197,2757.5537319846317,4.200138568878174
7,66430.83921978739,2011-01-04 05:05:14,0.0001613661734154448,3.4438085556030273,5.143686082137261,5.953011685594595,20.66392165955222,21.576556825622973,0.09797297418117523,0,0,7142.783380807334,2751.074710124988,4.200138568878174
8,76714.56439008794,2011-01-04 07:56:39,0.0005225847125984728,3.4926981925964355,5.978789609963191,6.769084632447329,24.02333962431731,24.512439318510715,0.10022098571062088,0,0,7251.589651221589,2672.065513189517,4.200300693511963
9,83594.3604880156,2011-01-04 09:51:20,0.0003419754502829164,3.503706455230713,6.637673126299663,7.440357681718846,26.65467450983525,26.89703866036104,0.09896145761013031,0,0,4321.897230844724,2197.810281706339,4.200138568878174
10,93973.38633479417,2011-01-04 12:44:21,0.0008838032954372466,3.5084011554718018,7.460644657394989,8.24263177658672,29.97575538399893,29.775552199329113,0.09968240559101105,0,0,7391.9689931225475,2626.990169849397,4.200300693511963
11,104153.14789693302,2011-01-04 15:34:02,0.0003419754502829164,3.514390707015991,8.263095239934502,9.040090794283834,33.2163344825814,32.63352764231887,0.10040205717086792,0,0,7208.473921227065,2611.204681277213,4.200300693511963
12,114270.08044657588,2011-01-04 18:22:40,0.0005225847125984728,3.5179522037506104,9.060286887935158,9.8341658893804,36.436533155032045,35.47866197255564,0.10058377683162689,0,0,7156.7248803483335,2600.1287383457284,4.200300693511963
13,124390.01127994496,2011-01-04 21:11:21,0.0008838032954372466,3.51989483833313,9.852972353913312,10.624828765632833,39.639979442468295,38.307963487586754,0.09959235787391663,0,0,7171.02067577819,2588.8321320777995,4.200300693511963
14,134436.82465096412,2011-01-04 23:58:49,0.0001613661734154448,3.491564989089966,10.646825509376754,11.428762162837089,42.8447531880188,41.20197771006995,0.09878266602754593,0,0,7054.750427389289,2631.957555257959,4.200138568878174
15,144518.9039175477,2011-01-05 02:46:52,0.0005225847125984728,3.4849276542663574,11.45141276242592,12.235964252673298,46.08805317501551,44.11165927769764,0.09950247406959534,0,0,7079.255440603284,2642.742935618985,4.200138568878174
16,154575.31218917228,2011-01-05 05:34:30,0.0008838032954372466,3.502573251724243,12.258759277923836,13.036231999461132,49.34081296837165,46.9935449369208,0.10040205717086792,0,0,7076.1174867427135,2620.225604838426,4.200138568878174
17,164649.20578889918,2011-01-05 08:22:25,0.0007031940040178597,3.531388759613037,13.054187682397313,13.819517191401756,52.55248851597011,49.796496456703494,0.10121174901723862,0,0,7149.194325838315,2564.644585847276,4.200300693511963
18,174680.30877913785,2011-01-05 11:09:37,0.0001613661734154448,3.532360076904297,13.836712660348653,14.599968198968533,55.71658991071569,52.58903389975356,0.10040205717086792,0,0,7115.443304687816,2555.598287958915,4.200300693511963
