Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
1,8710.513020851417,2011-01-24 13:19:26,0.0010644125286489725,3.6199402809143066,0.603726314989686,0.606471429344646,2.47503249518072,2.128009860558979,0.10788421332836151,0,0,6364.359630946685,1986.0910745329336,4.200300693511963
2,17201.49519278695,2011-01-24 15:40:58,0.0007031940040178597,3.6298153400421143,1.215045700725303,1.199333217900191,4.973918107844601,4.201379248004714,0.1086953729391098,0,0,6189.375904029965,1941.5293615926987,4.200300693511963
3,25521.32754351392,2011-01-24 17:59:39,0.0005225847125984728,3.6372621059417725,1.808411223699577,1.782646510344924,7.402029971307048,6.236829707174582,0.11092807352542877,0,0,6049.4746259458425,1910.2794933611233,4.200138568878174
4,33778.47482102846,2011-01-24 20:17:17,0.0007031940040178597,3.642604351043701,2.39142881146405,2.358884017090211,9.789918740955317,8.243651048122693,0.11011838167905807,0,0,6009.896799872598,1887.1707340121875,4.200300693511963
5,41986.97734107938,2011-01-24 22:34:07,0.0008838032954372466,3.6463277339935303,2.967380833319857,2.929550626713585,12.150024607405973,10.229155225894113,0.11194001138210297,0,0,5979.521852851041,1868.9053097398164,4.200300693511963
6,50154.48034829983,2011-01-25 00:50:16,0.0005225847125984728,3.6503748893737793,3.537912950114383,3.495293903978768,14.488862837330744,12.195016725973687,0.1124458834528923,0,0,5954.613333024302,1852.8142215504815,4.200300693511963
7,58268.45438817497,2011-01-25 03:05:31,0.0007031940040178597,3.6537744998931885,4.103275655605074,4.056180334201531,16.807163656648243,14.142485097052978,0.11173777282238007,0,0,5916.97661064186,1836.9213400251872,4.200300693511963
8,66354.86385375398,2011-01-25 05:20:19,0.0007031940040178597,3.6545839309692383,4.664164428269335,4.614862227740221,19.107743783793207,16.08183351173496,0.11102836579084396,0,0,5896.650661190144,1829.6871952502363,4.200300693511963
9,74417.40417516931,2011-01-25 07:34:42,0.0008838032954372466,3.6568503379821777,5.222757233263748,5.169960313141758,21.399106054993588,18.007338344970606,0.1124458834528923,0,0,5884.508095479867,1817.9686957910733,4.200300693511963
10,82467.53473114206,2011-01-25 09:48:54,0.0007031940040178597,3.6542601585388184,5.778386623777176,5.72719126855004,23.678766621725284,19.942914775811076,0.1095065325498581,0,0,5865.102326430466,1824.937455098302,4.200300693511963
11,90486.594583106,2011-01-25 12:02:34,0.0003419754502829164,3.655879020690918,6.335812444314104,6.282153658082288,25.96479864946046,21.870538169547117,0.11092807352542877,0,0,5841.496296796654,1817.4851758084037,4.200300693511963
12,98476.10795190897,2011-01-25 14:15:45,0.0007031940040178597,3.6608974933624268,6.890696202917042,6.831065284024887,28.241038228846797,23.77354401463348,0.11183879524469376,0,0,5831.788650224581,1797.6256671314666,4.200300693511963
13,106461.46902413564,2011-01-25 16:28:51,0.0007031940040178597,3.6579835414886475,7.440074565637334,7.382382435927928,30.49600775076086,25.687869069530525,0.11183879524469376,0,0,5819.791077733639,1805.5002873713456,4.200300693511963
14,114396.79625589638,2011-01-25 18:41:08,0.0007031940040178597,3.6584692001342773,7.991452053138884,7.932743019697765,32.7579026076497,27.598504836971426,0.1132548451423645,0,0,5773.30823902113,1801.9380858689549,4.200300693511963
15,122296.94768112947,2011-01-25 20:52:49,0.0003419754502829164,3.668506145477295,8.54052918263891,8.470263782917009,35.010623654581366,29.457089634231295,0.11335715651512146,0,0,5779.698460291849,1760.360509205055,4.200300693511963
16,130165.68252523158,2011-01-25 23:03:59,0.0003419754502829164,3.6699631214141846,9.077522645045631,9.004410222309117,37.21653970720871,31.30272256937089,0.11194001138210297,0,0,5759.2925094436705,1749.3763533266306,4.200300693511963
17,138022.8376038015,2011-01-26 01:14:57,0.0005225847125984728,3.6693155765533447,9.611604012158054,9.53855863575802,39.41082121896564,33.14849626603649,0.11416684836149216,0,0,5747.9799459728865,1749.1238884403372,4.200300693511963
18,145863.96246860173,2011-01-26 03:25:40,0.0003419754502829164,3.664135217666626,10.14657853735061,10.078085486629249,41.608070164899,35.01788554954855,0.11335715651512146,0,0,5714.121011717501,1766.9235173991483,4.200300693511963
