Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
1,9172.569378549942,2011-01-18 15:50:16,0.0005225847125984728,3.544177770614624,0.674669447890631,0.706291813363732,2.750438529136945,2.519161567859358,0.10202144086360931,0,0,6499.65693148321,2312.851871512525,4.200300693511963
2,18443.638888703048,2011-01-18 18:24:48,0.0007031940040178597,3.5589094161987305,1.384057950101576,1.399228917692113,5.629493140770133,4.98215863166443,0.10292410850524902,0,0,6641.859249084871,2269.132224243118,4.200300693511963
3,27600.02792997344,2011-01-18 20:57:26,0.0007031940040178597,3.569917678833008,2.076661733302616,2.082947702044655,8.44430398787832,7.405463197101656,0.10597417503595352,0,0,6557.327147479489,2238.9909704138736,4.200300693511963
4,36702.14548108211,2011-01-18 23:29:09,0.0008838032954372466,3.5762312412261963,2.760339796468093,2.76087605413976,11.225248288867716,9.805064003939124,0.1052602156996727,0,0,6521.985826692654,2220.0523287614387,4.200300693511963
5,45754.79038062203,2011-01-19 02:00:03,0.0008838032954372466,3.580925941467285,3.438018115800667,3.434093014726788,13.983144689386114,12.186097593843774,0.106165811419487,0,0,6487.98206960168,2204.5880585412324,4.200300693511963
6,54779.924350238405,2011-01-19 04:30:30,0.0007031940040178597,3.5840017795562744,4.111014937257391,4.104550941411413,16.72298430665082,14.55639531582892,0.10606991499662399,0,0,6469.484560634677,2195.572713102954,4.200300693511963
7,63778.74723312615,2011-01-19 07:00:30,0.0007031940040178597,3.5875632762908936,4.781211638442096,4.7713399367452904,19.452014599133623,16.912403423194064,0.106165811419487,0,0,6455.171920926062,2183.574072982342,4.200300693511963
8,72754.15348244784,2011-01-19 09:30:06,0.0007031940040178597,3.5888583660125732,5.447820531746234,5.437255113180235,22.167025643140615,19.26586711780387,0.10597417503595352,0,0,6434.643447286716,2180.695888858143,4.200300693511963
9,81709.16258958429,2011-01-19 11:59:23,0.0008838032954372466,3.5869157314300537,6.114194796002829,6.103938825229533,24.880776853188067,21.62421215867825,0.104450523853302,0,0,6411.768885111816,2183.151185084996,4.200138568878174
10,90591.69596626592,2011-01-19 14:27:26,0.0007031940040178597,3.586430072784424,6.782040312020611,6.771831728572034,27.598685228460784,23.98941063322175,0.106165811419487,0,0,6335.347116022607,2187.10602661821,4.200300693511963
11,99513.87283045617,2011-01-19 16:56:10,0.0008838032954372466,3.5946860313415527,7.448656114232565,7.432173444521087,30.31293527207209,26.323052808386656,0.10535538196563721,0,0,6399.690018334741,2162.398914385464,4.200300693511963
12,108370.30407917168,2011-01-19 19:23:47,0.0005225847125984728,3.600999593734741,8.108138934831484,8.086406150597549,32.99955000971329,28.630957054886103,0.1052602156996727,0,0,6353.892765372054,2142.4485327881266,4.200300693511963
13,117205.63360042858,2011-01-19 21:51:04,0.0008838032954372466,3.60617995262146,8.761845186079332,8.735152246678695,35.66441157215753,30.917249321186905,0.10759210586547852,0,0,6350.724638183316,2124.511043500698,4.200138568878174
14,126022.49813885866,2011-01-20 00:18:02,0.0003419754502829164,3.6115221977233887,9.409621114835662,9.378211747528978,38.306958991241295,33.17921486067336,0.10759210586547852,0,0,6350.921313905908,2105.872095117905,4.200300693511963
15,134803.8272946165,2011-01-20 02:44:25,0.0008838032954372466,3.615083694458008,10.052133145842417,10.016986477117255,40.92919575512705,35.42371850590075,0.10697624087333679,0,0,6329.345380233437,2091.9020095632386,4.200300693511963
16,143557.90398373897,2011-01-20 05:10:20,0.0003419754502829164,3.6165406703948975,10.690535388634157,10.65323434943888,43.53560679036617,37.65843777354406,0.10982076078653336,0,0,6310.407857035856,2083.6189889370007,4.200300693511963
