Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
1,9725.210722113947,2011-01-10 14:29:25,0.0003419754502829164,3.490269899368286,0.749172972624154,0.782814594476281,3.037954554981404,2.819274189226014,0.09959235787391663,0,0,6802.0327478969575,2563.1167115553426,4.200138568878174
2,19576.290034242127,2011-01-10 17:13:38,0.0007031940040178597,3.506620407104492,1.534536581397304,1.556300695968808,6.207285934844013,5.599667572030738,0.09959235787391663,0,0,6958.686242026439,2532.323146494539,4.200138568878174
3,26113.132144607676,2011-01-10 19:02:36,0.0003419754502829164,3.5164952278137207,2.157148528168816,2.195421442308082,8.697322530287156,7.868465005462355,0.10192935913801193,0,0,4084.0309501631937,2092.7327916960676,4.200138568878174
4,36070.05332118084,2011-01-10 21:48:34,0.0010644125286489725,3.531712532043457,2.944152182178827,2.954893129491744,11.876931195209345,10.589579682208534,0.10049282759428024,0,0,7110.355299228058,2486.4912664701237,4.200138568878174
5,45765.74614090525,2011-01-11 00:30:11,0.0007031940040178597,3.5378642082214355,3.704773054846672,3.710958134431128,14.953034054989788,13.296551806300522,0.10058377683162689,0,0,6860.058504326399,2475.556142202646,4.200300693511963
6,55425.187701953575,2011-01-11 03:11:11,0.0010644125286489725,3.5423970222473145,4.460859007464018,4.463936652583079,18.01182341482995,15.990982379763276,0.10202144086360931,0,0,6833.8417830540575,2465.5222830234943,4.200138568878174
7,65061.08319343159,2011-01-11 05:51:49,0.0005225847125984728,3.544825315475464,5.213760908042179,5.214951923708464,21.05845580788434,18.6777325343018,0.10202144086360931,0,0,6816.982510759516,2458.835077261599,4.200138568878174
8,74676.39163611588,2011-01-11 08:32:05,0.0007031940040178597,3.5467679500579834,5.964679515610196,5.964505943634244,24.097304598446467,21.35911067374349,0.10121174901723862,0,0,6800.938744921124,2454.2883508339273,4.200138568878174
9,80987.77305332193,2011-01-11 10:17:18,0.0007031940040178597,3.5388355255126953,6.561499247687849,6.58631149434853,26.48865683428815,23.563117590500212,0.10283113270998001,0,0,3915.265939950664,2036.0308188300987,4.200138568878174
10,90843.31037186433,2011-01-11 13:01:34,0.0005225847125984728,3.5466060638427734,7.334492253865547,7.334959115702933,29.61404996985359,26.244002808656976,0.10183745622634888,0,0,7044.219134167955,2451.243081256246,4.200138568878174
11,100437.87741106685,2011-01-11 15:41:30,0.0007031940040178597,3.547739267349243,8.084836504646754,8.082142544155799,32.64986785107873,28.91986145431232,0.10049282759428024,0,0,6788.066652843889,2446.4155616536345,4.200138568878174
