Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
1,3663.9600748046096,2011-01-31 11:52:10,0.0005225847125984728,3.7070348262786865,0.06116946387707,0.500405708768566,0.256891317711539,1.72137069326343,0.11528898030519485,0,0,1665.1285169041664,1638.769246371863,4.200624465942383
2,10755.234122624002,2011-01-31 13:50:22,0.0007031940040178597,3.716909885406494,0.556211750729241,0.975162767885042,2.291013026431662,3.346525822201976,0.11670134961605072,0,0,5176.412839846513,1554.786030110182,4.200138568878174
3,17712.71166289035,2011-01-31 15:46:21,0.0007031940040178597,3.720795154571533,1.028435746623168,1.439671619160997,4.234645086768452,4.933490528238677,0.11832220107316971,0,0,5076.180270127863,1521.2241528612674,4.200138568878174
4,24598.524535545097,2011-01-31 17:41:08,0.0007031940040178597,3.720795154571533,1.491484761490557,1.899909917271952,6.141575888261137,6.505772576871791,0.11902501434087753,0,0,5018.480506555724,1507.2560282201616,4.200138568878174
5,31420.757416845525,2011-01-31 19:34:51,0.0007031940040178597,3.729860782623291,1.950288691460345,2.342499340229933,8.031557164544969,8.011648857977859,0.11972655355930328,0,0,5012.603059896527,1449.5534221504429,4.200138568878174
6,38117.45222902712,2011-01-31 21:26:29,0.0003419754502829164,3.73374605178833,2.391689099532165,2.774893008664792,9.85189347292685,9.480399335639072,0.11972655355930328,0,0,4920.492116597385,1416.1320637249923,4.200138568878174
7,44724.54832666284,2011-01-31 23:16:37,0.0005225847125984728,3.7366600036621094,2.823248573073999,3.199543364361545,11.632630148102487,10.921429329385674,0.12075348198413849,0,0,4856.263766080777,1390.7577172613014,4.200138568878174
8,51258.23988351391,2011-02-01 01:05:32,0.0007031940040178597,3.738602638244629,3.247249159522486,3.617798508990748,13.382855922785009,12.33965102554068,0.1191326305270195,0,0,4803.7776103079705,1369.8338007022255,4.200138568878174
9,57740.96586403718,2011-02-01 02:53:36,0.0005225847125984728,3.7403833866119385,3.66513206440183,4.030549411091245,15.108384665522337,13.738414409152346,0.11983470618724823,0,0,4770.809685946383,1351.8501980818216,4.200138568878174
10,64166.0447618197,2011-02-01 04:40:42,0.0008838032954372466,3.742326021194458,4.077450028597597,4.437908807931543,16.81140997784793,15.117969965536568,0.1199430525302887,0,0,4730.826140324307,1334.1805288270325,4.200138568878174
