Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
1,11150.731754807895,2010-11-01 17:29:20,0.0008838032954372466,3.3597898483276367,0.923459658422289,0.980762635387361,3.710490196905901,3.572994817108426,0.09222180396318436,0,0,7579.41068741217,3211.259774490168,4.200138568878174
2,22658.3684217159,2010-11-01 20:41:09,0.0003419754502829164,3.3359928131103516,1.905659534801836,1.966082055868888,7.635532992131664,7.167059700841145,0.08987603336572647,0,0,7921.454395905674,3226.104231663729,4.200138568878174
3,34166.39224173223,2010-11-01 23:52:58,0.0003419754502829164,3.3278985023498535,2.892058254424186,2.954295657443265,11.573864610299372,10.77580048285306,0.09141284227371216,0,0,7912.367052558339,3235.574603156231,4.200138568878174
4,45693.20861871752,2010-11-02 03:05:06,0.0008838032954372466,3.3244988918304443,3.880474030246619,3.943458237999283,15.519204044424724,14.388040602690518,0.09141284227371216,0,0,7928.321897993006,3238.4185535547103,4.200138568878174
5,57246.7965991023,2010-11-02 06:17:41,0.0003419754502829164,3.3657796382904053,4.867980193604926,4.923497055730781,19.461514545965738,17.952765588449424,0.09400942176580429,0,0,7984.7068651486925,3208.8050679936314,4.200138568878174
6,68770.66305975498,2010-11-02 09:29:46,0.0007031940040178597,3.3601136207580566,5.847844860686039,5.903487027894818,23.3802580204817,21.51673893078845,0.09392450004816055,0,0,7955.1233239651265,3208.6648634095386,4.200138568878174
7,80296.1684646967,2010-11-02 12:41:53,0.0007031940040178597,3.34279203414917,6.828193075345395,6.886391284000024,27.29964972863307,25.09620174892359,0.0931989923119545,0,0,7947.077743834172,3218.3504899086774,4.200138568878174
8,91818.69143896025,2010-11-02 15:53:57,0.0007031940040178597,3.3330788612365723,7.811558231715446,7.871344921293777,31.22826205886798,28.687126201783546,0.09383972734212875,0,0,7937.76752894423,3224.682091941223,4.200138568878174
9,103331.20876094578,2010-11-02 19:05:50,0.0003419754502829164,3.3324313163757324,8.796461602701028,8.85610854345947,35.1610858762089,32.27700736030777,0.09247218072414398,0,0,7928.128888106834,3224.307136397225,4.200138568878174
10,114834.08185609936,2010-11-02 22:17:34,0.0005225847125984728,3.3081483840942383,9.78162348860116,9.845295627068992,39.09483644184517,35.88998583226554,0.09230511635541916,0,0,7904.101645560268,3238.685885736404,4.200138568878174
11,126355.93416703786,2010-11-03 01:29:37,0.0007031940040178597,3.304263114929199,10.77086859055342,10.835307209467496,43.04143676987745,39.507442505118995,0.09222180396318436,0,0,7920.41980574308,3241.342680405408,4.200138568878174
12,137858.64391071798,2010-11-03 04:41:21,0.0007031940040178597,3.3330788612365723,11.760799274429708,11.820460923674696,46.99005146932459,43.10111450147172,0.09392450004816055,0,0,7917.152631781534,3225.4813311146254,4.200138568878174
13,149381.4517105531,2010-11-03 07:53:25,0.0007031940040178597,3.3393924236297607,12.74402399156392,12.801958012122553,50.91805900937107,46.67504269219049,0.0931989923119545,0,0,7949.079966288448,3213.6343892121035,4.200138568878174
14,160897.0983740943,2010-11-03 11:05:22,0.0005225847125984728,3.334535837173462,13.725018415714278,13.7832694060354,54.8385033189811,50.24783157076848,0.09392450004816055,0,0,7942.515888976327,3213.056814028231,4.200138568878174
15,172392.6277457603,2010-11-03 14:16:59,0.0005225847125984728,3.322070598602295,14.706892725617385,14.767191817813911,58.760322207901986,53.83541421873073,0.09464868903160095,0,0,7913.941286235729,3221.5546024759115,4.200138568878174
16,183906.6893701289,2010-11-03 17:28:54,0.0008838032954372466,3.321746826171875,15.690710234738567,15.751039216089818,62.68856220874352,57.422580534395806,0.09392450004816055,0,0,7932.989467834552,3220.997659033119,4.200138568878174
17,195428.5615957351,2010-11-03 20:40:57,0.0001613661734154448,3.308795928955078,16.67401733194531,16.73634775307802,66.6156109434191,61.01658082677324,0.09383972734212875,0,0,7935.721198026793,3226.02740958083,4.200138568878174
18,206940.78893577895,2010-11-03 23:52:51,0.0003419754502829164,3.30070161819458,17.66003361414641,17.72398158352929,70.55060090442029,64.62406639524256,0.09311480820178986,0,0,7918.673175119999,3233.4993252968325,4.200138568878174
19,218453.28788775852,2010-11-04 03:04:44,0.0005225847125984728,3.2990827560424805,18.647541941650715,18.711958893156392,74.49033088370302,68.23359343507002,0.0923885703086853,0,0,7917.829206231088,3234.5937190960512,4.200138568878174
20,229990.1547494788,2010-11-04 06:17:02,0.0007031940040178597,3.3371260166168213,19.633759494134775,19.691685198893367,78.42527850321798,71.80005464395703,0.09545765817165375,0,0,7969.198046701014,3207.620033012521,4.200138568878174
21,241500.2011513225,2010-11-04 09:28:54,0.0005225847125984728,3.334212064743042,20.613234198462415,20.671210913697767,82.3398906493869,75.36631280935191,0.09481984376907349,0,0,7942.767795950682,3207.182187864575,4.200138568878174
22,252994.4787933092,2010-11-04 12:40:29,0.0008838032954372466,3.333888292312622,21.592468683116167,21.650255769172453,86.25293126615085,78.9307311153413,0.09481984376907349,0,0,7928.566523019571,3205.635392931501,4.200138568878174
23,264494.8722324369,2010-11-04 15:52:11,0.0008838032954372466,3.3366403579711914,22.571258715465444,22.6283467697808,90.16433604386202,82.49061030110826,0.09554389119148254,0,0,7938.034430740173,3202.307134602672,4.200138568878174
24,275989.1697030769,2010-11-04 19:03:46,0.0001613661734154448,3.3432776927948,23.54868753843796,23.60439722873095,94.0705302636094,86.04032156424367,0.09617981314659119,0,0,7938.361974610493,3195.869279572695,4.200138568878174
25,287473.85730229376,2010-11-04 22:15:12,0.0005225847125984728,3.309119701385498,24.52552716188005,24.58698680827325,97.97579777597056,89.62486151203322,0.09447815269231796,0,0,7907.58438154525,3217.046115617479,4.200138568878174
26,298973.4960900472,2010-11-05 01:26:53,0.0005225847125984728,3.304425001144409,25.50844477330355,25.57104650027317,101.89938630694678,93.2171067562985,0.09328334033489227,0,0,7917.67165439862,3221.8439729477195,4.200138568878174
27,310451.78960598947,2010-11-05 04:38:12,0.0001613661734154448,3.330326795578003,26.492366619957288,26.55081893933523,105.82601694520818,96.78902877801588,0.09545765817165375,0,0,7910.376699780864,3207.8573698468986,4.200138568878174
28,321955.51113466086,2010-11-05 07:49:57,0.0007031940040178597,3.34182071685791,27.47021256775897,27.526206322146408,109.73390834239756,100.336385355031,0.09626661986112595,0,0,7949.940665967859,3193.6976322349205,4.200138568878174
29,333440.84317910165,2010-11-05 11:01:24,0.0008838032954372466,3.3353452682495117,28.44563190633977,28.50250972920545,113.63315289547104,103.88958955020514,0.09554389119148254,0,0,7928.784377683477,3196.4323559867325,4.200138568878174
30,344922.47930941667,2010-11-05 14:12:47,0.0005225847125984728,3.329841136932373,29.421956464374567,29.479685086259103,117.5347243829415,107.44764993777648,0.09392450004816055,0,0,7922.0663098227315,3199.5106514474455,4.200138568878174
