Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.00055665312009,2011-01-10 11:47:49,30.00055724459422,1,1,0.0,3.7496109008789062,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.015685474567384,2011-01-10 11:48:19,60.01568605100404,1,1,0.0,3.7496109008789062,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,90.03083968930255,2011-01-10 11:48:49,90.03084027576422,1,1,0.0,3.749772787094116,0.0,0.0,0.0,0.0,3.237724376958795e-05,0.0,0,0,0
4,120.01426318632592,2011-01-10 11:49:19,120.01426376276258,1,1,0.0,3.7496109008789062,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5,150.03028271180918,2011-01-10 11:49:49,30.01561196559117,2,1,0.5501165986061096,3.845447063446045,0.004586794260906,0.0,0.017592409757019,0.0,0.00045328139094635844,0.0,0,0,0
6,180.0456434412425,2011-01-10 11:50:19,60.03097269502452,2,1,0.550297200679779,3.857750415802002,0.009173624224842,0.0,0.03526030571167,0.0,0.0002913951757363975,0.0,0,0,0
7,210.06056939207383,2011-01-10 11:50:49,90.0458986608933,2,1,0.5499359965324402,3.86616849899292,0.013760332971278,0.0,0.05297484499407,0.0,0.00019426345534157008,0.0,0,0,0
8,240.07570326611375,2011-01-10 11:51:19,120.06103253994571,2,1,0.550297200679779,3.8729677200317383,0.018347016629,0.0,0.070723808279231,0.0,0.00019426345534157008,0.0,0,0,0
9,270.09084083937324,2011-01-10 11:51:49,150.0761701081927,2,1,0.5501165986061096,3.878148078918457,0.022933731541973,0.0,0.088500398723496,0.0,6.47544875391759e-05,0.0,0,0,0
10,300.1060429785509,2011-01-10 11:52:19,180.09137225238285,2,1,0.5501165986061096,3.883166551589966,0.027520403674107,0.0,0.106299939498031,0.0,0.0001295089750783518,0.0,0,0,0
11,330.12115515351,2011-01-10 11:52:49,210.106484407292,2,1,0.5501165986061096,3.887051820755005,0.032107092281757,0.0,0.124119548405956,0.0,0.0001295089750783518,0.0,0,0,0
12,360.1363114734921,2011-01-10 11:53:19,240.1216407322866,2,1,0.5501165986061096,3.890775203704834,0.036693832954798,0.0,0.141957164863299,0.0,9.713172767078504e-05,0.0,0,0,0
13,390.15156844933966,2011-01-10 11:53:49,270.1368977181591,2,1,0.550297200679779,3.894174814224243,0.041280561875211,0.0,0.159810969138914,0.0,9.713172767078504e-05,0.0,0,0,0
14,420.1665830260539,2011-01-10 11:54:19,300.1519122798359,2,1,0.5501165986061096,3.8972506523132324,0.045867306396598,0.0,0.177679256199504,0.0,0.0001295089750783518,0.0,0,0,0
15,450.181868698422,2011-01-10 11:54:49,330.1671979822789,2,1,0.5499359965324402,3.899840831756592,0.050454446852806,0.0,0.195562781056328,0.0,6.47544875391759e-05,0.0,0,0,0
16,480.1969023276209,2011-01-10 11:55:19,360.1822315763904,2,1,0.550297200679779,3.902592897415161,0.055041909045723,0.0,0.21346023548034,0.0,6.47544875391759e-05,0.0,0,0,0
17,510.21207394573065,2011-01-10 11:55:49,390.1974032095376,2,1,0.5501165986061096,3.9051830768585205,0.059628939362926,0.0,0.231367885929873,0.0,6.47544875391759e-05,0.0,0,0,0
18,540.2271994689577,2011-01-10 11:56:19,420.21252881296465,2,1,0.550297200679779,3.90761137008667,0.064215583484956,0.0,0.249285109484428,0.0,9.713172767078504e-05,0.0,0,0,0
19,570.2427310141164,2011-01-10 11:56:49,450.22806026288595,2,1,0.5499359965324402,3.9097158908843994,0.068802247553978,0.0,0.267213069734625,0.0,3.237724376958795e-05,0.0,0,0,0
20,600.2574886604813,2011-01-10 11:57:19,480.2428179042382,2,1,0.5499359965324402,3.911982297897339,0.07338873259507,0.0,0.285150514829816,0.0,3.237724376958795e-05,0.0,0,0,0
21,630.272626479353,2011-01-10 11:57:49,510.2579557281224,2,1,0.5501165986061096,3.9140865802764893,0.077975378163103,0.0,0.303098465813116,0.0,6.47544875391759e-05,0.0,0,0,0
