Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.00125364167254,2010-10-29 09:58:03,29.937718836947468,1,1,0.0,3.652155637741089,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.016398909108304,2010-10-29 09:58:33,59.95286409435824,1,1,0.0,3.652155637741089,0.0,0.0,0.0,0.0,-3.237724376958795e-05,0.0,0,0,0
3,90.03230728845375,2010-10-29 09:59:03,89.968772609041,1,1,0.0,3.652317523956299,0.0,0.0,0.0,0.0,-3.237724376958795e-05,0.0,0,0,0
4,120.04671069193628,2010-10-29 09:59:34,119.98317593733611,1,1,0.0,3.652317523956299,0.0,0.0,0.0,0.0,-3.237724376958795e-05,0.0,0,0,0
5,120.07797473655518,2010-10-29 09:59:34,120.01443997694254,1,1,0.0,3.652155637741089,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6,150.09313191684976,2010-10-29 10:00:04,30.01474670910577,2,1,0.5501165986061096,3.7698464393615723,0.004586373646233,0.0,0.017217546083732,0.0,0.0007122993702068925,0.0,0,0,0
7,180.10827605146218,2010-10-29 10:00:34,60.029890813643235,2,1,0.5501165986061096,3.7889490127563477,0.009172785010312,0.0,0.034555546481484,0.0,0.00038852691068314016,0.0,0,0,0
8,210.1234112838876,2010-10-29 10:01:04,90.04502604606867,2,1,0.5499359965324402,3.7983384132385254,0.013759196876338,0.0,0.051957428395665,0.0,0.0001295089750783518,0.0,0,0,0
9,240.1386148917256,2010-10-29 10:01:34,120.06022965891916,2,1,0.5499359965324402,3.803842544555664,0.018345605569477,0.0,0.069392273894232,0.0,9.713172767078504e-05,0.0,0,0,0
10,270.1537031470697,2010-10-29 10:02:04,150.0753178741633,2,1,0.5501165986061096,3.807727813720703,0.022931972425998,0.0,0.086847647463179,0.0,9.713172767078504e-05,0.0,0,0,0
11,300.1688445799486,2010-10-29 10:02:34,180.09045931706714,2,1,0.5501165986061096,3.8111274242401123,0.027518354318479,0.0,0.104319510589384,0.0,6.47544875391759e-05,0.0,0,0,0
12,330.18397520088075,2010-10-29 10:03:04,210.1055899630618,2,1,0.5501165986061096,3.8143651485443115,0.032104692375925,0.0,0.121806147852176,0.0,6.47544875391759e-05,0.0,0,0,0
13,360.1991295960657,2010-10-29 10:03:34,240.12074435323424,2,1,0.550297200679779,3.8176028728485107,0.036691051812567,0.0,0.139307264538217,0.0,0.0001295089750783518,0.0,0,0,0
14,390.2142874248081,2010-10-29 10:04:04,270.1359021869891,2,1,0.550297200679779,3.82051682472229,0.041277415390481,0.0,0.156822186938128,0.0,0.0001295089750783518,0.0,0,0,0
15,420.2293959406475,2010-10-29 10:04:34,300.15101072789105,2,1,0.5501165986061096,3.8232688903808594,0.045863806220827,0.0,0.174350722311041,0.0,6.47544875391759e-05,0.0,0,0,0
16,450.2445607868797,2010-10-29 10:05:04,330.1661755540732,2,1,0.550297200679779,3.8263447284698486,0.050450130235291,0.0,0.191892224511185,0.0,9.713172767078504e-05,0.0,0,0,0
17,480.25968583392,2010-10-29 10:05:34,360.18130057103855,2,1,0.550297200679779,3.829096794128418,0.055036391424372,0.0,0.209446417748845,0.0,9.713172767078504e-05,0.0,0,0,0
18,510.27485844951576,2010-10-29 10:06:04,390.19647321169685,2,1,0.5501165986061096,3.8316869735717773,0.05962276226738,0.0,0.227013822330265,0.0,3.237724376958795e-05,0.0,0,0,0
19,540.2899662385439,2010-10-29 10:06:34,420.2115810007249,2,1,0.5501165986061096,3.8342769145965576,0.064209132128346,0.0,0.244593668260116,0.0,3.237724376958795e-05,0.0,0,0,0
20,570.3053180607777,2010-10-29 10:07:04,450.2269328229587,2,1,0.5501165986061096,3.837190866470337,0.068795476490226,0.0,0.262185873905217,0.0,6.47544875391759e-05,0.0,0,0,0
21,600.3202561819412,2010-10-29 10:07:34,480.24187096918473,2,1,0.5501165986061096,3.8397810459136963,0.073381829740519,0.0,0.279790464209252,0.0,6.47544875391759e-05,0.0,0,0,0
22,630.3368406011862,2010-10-29 10:08:04,510.25845537339217,2,1,0.5501165986061096,3.8425331115722656,0.077968384455131,0.0,0.297408197991099,0.0,6.47544875391759e-05,0.0,0,0,0
23,660.3512606260942,2010-10-29 10:08:34,540.2728755186002,2,1,0.5501165986061096,3.845123291015625,0.08255464527461,0.0,0.315037130515842,0.0,6.47544875391759e-05,0.0,0,0,0
24,690.3656815983637,2010-10-29 10:09:04,570.2872963605447,2,1,0.5499359965324402,3.8478753566741943,0.087140819311102,0.0,0.332678282422568,0.0,3.237724376958795e-05,0.0,0,0,0
25,720.3808686048259,2010-10-29 10:09:34,600.302483336932,2,1,0.5501165986061096,3.8507893085479736,0.0917272109346,0.0,0.350333062350603,0.0,6.47544875391759e-05,0.0,0,0,0
26,750.3959850905286,2010-10-29 10:10:04,630.3175998527098,2,1,0.550297200679779,3.853541374206543,0.096313597430283,0.0,0.368000888914249,0.0,6.47544875391759e-05,0.0,0,0,0
27,780.4110999371466,2010-10-29 10:10:34,660.3327147143651,2,1,0.550297200679779,3.8566172122955322,0.100899884554223,0.0,0.385681697782644,0.0,6.47544875391759e-05,0.0,0,0,0
28,810.4262424827987,2010-10-29 10:11:04,690.3478572449799,2,1,0.550297200679779,3.8596930503845215,0.10548621888669,0.0,0.403376293446146,0.0,9.713172767078504e-05,0.0,0,0,0
29,840.4416142798159,2010-10-29 10:11:34,720.363229052022,2,1,0.550297200679779,3.8627688884735107,0.110072585637992,0.0,0.421084728777427,0.0,0.0001295089750783518,0.0,0,0,0
30,870.4565371078643,2010-10-29 10:12:04,750.3781519001203,2,1,0.550297200679779,3.86568284034729,0.114658890485836,0.0,0.438806608874273,0.0,0.0001295089750783518,0.0,0,0,0
31,900.4716754580602,2010-10-29 10:12:34,780.3932902202412,2,1,0.5501165986061096,3.8685967922210693,0.119245208318548,0.0,0.456542225020151,0.0,9.713172767078504e-05,0.0,0,0,0
32,930.4868311414556,2010-10-29 10:13:04,810.4084459036368,2,1,0.5499359965324402,3.8715107440948486,0.12383155767339,0.0,0.474291453108407,0.0,9.713172767078504e-05,0.0,0,0,0
33,960.5019962332998,2010-10-29 10:13:34,840.4236110606436,2,1,0.5501165986061096,3.874424695968628,0.128417912336985,0.0,0.492054077323646,0.0,9.713172767078504e-05,0.0,0,0,0
34,990.517114949562,2010-10-29 10:14:04,870.4387296866806,2,1,0.5501165986061096,3.8771767616271973,0.133004278381727,0.0,0.509829903196466,0.0,9.713172767078504e-05,0.0,0,0,0
35,1020.53223474351,2010-10-29 10:14:34,900.4538494906536,2,1,0.5499359965324402,3.8799288272857666,0.137590599639769,0.0,0.527618619884213,0.0,6.47544875391759e-05,0.0,0,0,0
36,1050.5473940860252,2010-10-29 10:15:04,930.4690088231439,2,1,0.5501165986061096,3.882680892944336,0.142176897276371,0.0,0.54542003094103,0.0,3.237724376958795e-05,0.0,0,0,0
37,1080.5625494636588,2010-10-29 10:15:34,960.4841642609274,2,1,0.5501165986061096,3.8854329586029053,0.146763270574124,0.0,0.563234251023133,0.0,3.237724376958795e-05,0.0,0,0,0
38,1110.5778809301598,2010-10-29 10:16:04,990.4994956622659,2,1,0.5501165986061096,3.8880231380462646,0.151349718851024,0.0,0.581060825869811,0.0,3.237724376958795e-05,0.0,0,0,0
39,1140.5928386601947,2010-10-29 10:16:34,1020.5144534223756,2,1,0.5501165986061096,3.890775203704834,0.155936019248162,0.0,0.598898490603004,0.0,9.713172767078504e-05,0.0,0,0,0
40,1170.6079545042985,2010-10-29 10:17:04,1050.5295692664797,2,1,0.5499359965324402,3.8930416107177734,0.160522289693909,0.0,0.616747190494753,0.0,6.47544875391759e-05,0.0,0,0,0
41,1200.623095536178,2010-10-29 10:17:34,1080.544710268284,2,1,0.5501165986061096,3.894984245300293,0.16510865415372,0.0,0.634606772109277,0.0,6.47544875391759e-05,0.0,0,0,0
42,1230.6383922711173,2010-10-29 10:18:04,1110.5600070483358,2,1,0.550297200679779,3.8972506523132324,0.169694994074855,0.0,0.65247591342051,0.0,6.47544875391759e-05,0.0,0,0,0
43,1260.653374356854,2010-10-29 10:18:34,1140.5749891190353,2,1,0.5501165986061096,3.899193286895752,0.174281320730327,0.0,0.670354499992197,0.0,6.47544875391759e-05,0.0,0,0,0
44,1290.6687127004952,2010-10-29 10:19:04,1170.5903274476386,2,1,0.5501165986061096,3.9009740352630615,0.178867779111055,0.0,0.688242391552095,0.0,3.237724376958795e-05,0.0,0,0,0
45,1320.68365836546,2010-10-29 10:19:34,1200.6052731025786,2,1,0.5499359965324402,3.902754783630371,0.183454094708056,0.0,0.706137918550911,0.0,3.237724376958795e-05,0.0,0,0,0
46,1350.698833372015,2010-10-29 10:20:04,1230.620448134196,2,1,0.5501165986061096,3.9043736457824707,0.188040443490316,0.0,0.724041241814984,0.0,3.237724376958795e-05,0.0,0,0,0
47,1380.7140940119946,2010-10-29 10:20:34,1260.6357087541255,2,1,0.5501165986061096,3.9059925079345703,0.192626855603322,0.0,0.741951882861463,0.0,3.237724376958795e-05,0.0,0,0,0
48,1410.7292065879533,2010-10-29 10:21:04,1290.6508213250715,2,1,0.5501165986061096,3.90728759765625,0.197213209401194,0.0,0.759869045999307,0.0,0.0,0.0,0,0,0
49,1440.744220337606,2010-10-29 10:21:34,1320.6658350997873,2,1,0.5499359965324402,3.9087445735931396,0.201799533418232,0.0,0.777792420112423,0.0,6.47544875391759e-05,0.0,0,0,0
50,1470.759369735336,2010-10-29 10:22:04,1350.6809844975169,2,1,0.5499359965324402,3.9098777770996094,0.206385911398235,0.0,0.795722101053408,0.0,0.0,0.0,0,0,0
51,1500.7746296535165,2010-10-29 10:22:34,1380.6962444056726,2,1,0.5501165986061096,3.911172866821289,0.210972321443934,0.0,0.813657741769664,0.0,0.0,0.0,0,0,0
52,1530.7897782041348,2010-10-29 10:23:04,1410.7113929813534,2,1,0.5501165986061096,3.9124679565429688,0.215558692790058,0.0,0.831598969901509,0.0,3.237724376958795e-05,0.0,0,0,0
53,1560.8048040539452,2010-10-29 10:23:34,1440.7264188161264,2,1,0.5501165986061096,3.9137628078460693,0.22014504610507,0.0,0.849545731278194,0.0,6.470680091297254e-05,0.0,0,0,0
54,1590.8199362588252,2010-10-29 10:24:04,1470.741551026019,2,1,0.5501165986061096,3.914896011352539,0.224731430014186,0.0,0.867498224029743,0.0,0.0,0.0,0,0,0
55,1620.8352903116183,2010-10-29 10:24:34,1500.7569050637744,2,1,0.5499359965324402,3.916029214859009,0.229317871456955,0.0,0.885456331690009,0.0,0.0,0.0,0,0,0
56,1650.8502841115503,2010-10-29 10:25:04,1530.7718989689688,2,1,0.5501165986061096,3.9171624183654785,0.233904212650948,0.0,0.903419658467822,0.0,0.0,0.0,0,0,0
57,1680.865353885834,2010-10-29 10:25:35,1560.7869686730774,2,1,0.5499359965324402,3.918457508087158,0.238490591990706,0.0,0.921388696580296,0.0,0.0,0.0,0,0,0
58,1710.880634440447,2010-10-29 10:26:05,1590.8022491825782,2,1,0.5501165986061096,3.919752597808838,0.243076928695629,0.0,0.939363151897993,0.0,3.237724376958795e-05,0.0,0,0,0
59,1740.8956458843534,2010-10-29 10:26:35,1620.8172606465344,2,1,0.5499359965324402,3.9208858013153076,0.247663266145578,0.0,0.957343237241672,0.0,0.0,0.0,0,0,0
60,1770.9107945452467,2010-10-29 10:27:05,1650.8324093124404,2,1,0.5501165986061096,3.9223427772521973,0.252249581496545,0.0,0.975328837013863,0.0,6.47544875391759e-05,0.0,0,0,0
61,1800.9259202088235,2010-10-29 10:27:35,1680.8475349760172,2,1,0.5499359965324402,3.923475980758667,0.256835953304264,0.0,0.993320440073917,0.0,3.237724376958795e-05,0.0,0,0,0
62,1830.941077812004,2010-10-29 10:28:05,1710.862692599247,2,1,0.550297200679779,3.9247710704803467,0.261422279089844,0.0,1.011317590328065,0.0,3.237724376958795e-05,0.0,0,0,0
63,1860.9562017462708,2010-10-29 10:28:35,1740.8778164783769,2,1,0.5501165986061096,3.9259042739868164,0.266008656378108,0.0,1.029320856141692,0.0,3.237724376958795e-05,0.0,0,0,0
64,1890.9713471139564,2010-10-29 10:29:05,1770.8929618460625,2,1,0.5501165986061096,3.927361249923706,0.27059500923454,0.0,1.047329778568166,0.0,6.47544875391759e-05,0.0,0,0,0
65,1920.9866437436335,2010-10-29 10:29:35,1800.9082586010518,2,1,0.5497553944587708,3.928494453430176,0.275181374658796,0.0,1.065344765862294,0.0,3.237724376958795e-05,0.0,0,0,0
66,1951.0018597874655,2010-10-29 10:30:05,1830.9234746198215,2,1,0.550297200679779,3.9301133155822754,0.279768558207527,0.0,1.083368962450911,0.0,6.47544875391759e-05,0.0,0,0,0
67,1981.0167906756024,2010-10-29 10:30:35,1860.9384054127213,2,1,0.550297200679779,3.931246519088745,0.284355738591021,0.0,1.101399216550115,0.0,6.47544875391759e-05,0.0,0,0,0
68,2011.0319429855904,2010-10-29 10:31:05,1890.9535577227089,2,1,0.5499359965324402,3.932541608810425,0.28894210938568,0.0,1.11943223817957,0.0,6.47544875391759e-05,0.0,0,0,0
69,2041.047307604718,2010-10-29 10:31:35,1920.9689224922115,2,1,0.5499359965324402,3.9336748123168945,0.293528559072645,0.0,1.137471780694237,0.0,-3.237724376958795e-05,0.0,0,0,0
70,2071.062432100384,2010-10-29 10:32:05,1950.9840468375023,2,1,0.550297200679779,3.935455560684204,0.298114963377688,0.0,1.155517368217521,0.0,6.47544875391759e-05,0.0,0,0,0
71,2101.0775217542136,2010-10-29 10:32:35,1980.9991364963448,2,1,0.5499359965324402,3.936426877975464,0.302701414655006,0.0,1.173569316216728,0.0,3.237724376958795e-05,0.0,0,0,0
72,2131.0925025266774,2010-10-29 10:33:05,2011.0141172938709,2,1,0.5499359965324402,3.9378838539123535,0.307287688663673,0.0,1.191626841614916,0.0,0.0,0.0,0,0,0
73,2161.107649463273,2010-10-29 10:33:35,2041.0292642304669,2,1,0.5501165986061096,3.939502716064453,0.31187402640147,0.0,1.209691002289008,0.0,9.713172767078504e-05,0.0,0,0,0
74,2191.1228212417827,2010-10-29 10:34:05,2071.0444360039637,2,1,0.5501165986061096,3.940797805786133,0.316460316983809,0.0,1.227761420097328,0.0,3.237724376958795e-05,0.0,0,0,0
75,2221.1379172915526,2010-10-29 10:34:35,2101.0595320537336,2,1,0.5499359965324402,3.9420928955078125,0.321046694762558,0.0,1.245838575345516,0.0,3.237724376958795e-05,0.0,0,0,0
76,2251.1530728646735,2010-10-29 10:35:05,2131.0746877170795,2,1,0.5501165986061096,3.943711757659912,0.325633042009825,0.0,1.26392212063533,0.0,9.713172767078504e-05,0.0,0,0,0
77,2281.168304557508,2010-10-29 10:35:35,2161.089919394876,2,1,0.5499359965324402,3.945006847381592,0.330219398726794,0.0,1.282012245268181,0.0,0.0,0.0,0,0,0
78,2311.183361359461,2010-10-29 10:36:05,2191.104976121642,2,1,0.5501165986061096,3.9464638233184814,0.334805770695589,0.0,1.300109084850387,0.0,0.0,0.0,0,0,0
79,2341.1985023261773,2010-10-29 10:36:35,2221.1201170883587,2,1,0.550297200679779,3.947920799255371,0.339392145273071,0.0,1.318212419359793,0.0,3.237724376958795e-05,0.0,0,0,0
80,2371.2136602401324,2010-10-29 10:37:05,2251.1352750023134,2,1,0.5499359965324402,3.949215888977051,0.343978546585439,0.0,1.336322662904137,0.0,0.0,0.0,0,0,0
81,2401.2287953522577,2010-10-29 10:37:35,2281.150410114439,2,1,0.550297200679779,3.9509966373443604,0.348564889307291,0.0,1.354439435162336,0.0,6.47544875391759e-05,0.0,0,0,0
82,2431.243931882919,2010-10-29 10:38:05,2311.1655466451,2,1,0.5501165986061096,3.95245361328125,0.353151286653289,0.0,1.372563258949071,0.0,3.237724376958795e-05,0.0,0,0,0
83,2461.2590612206527,2010-10-29 10:38:35,2341.180675987847,2,1,0.5501165986061096,3.9537487030029297,0.357737682542837,0.0,1.390693953801713,0.0,0.0,0.0,0,0,0
84,2491.274454952338,2010-10-29 10:39:05,2371.1960698197813,2,1,0.5499359965324402,3.9552056789398193,0.362324065231173,0.0,1.408831443269035,0.0,0.0,0.0,0,0,0
85,2521.2893349987617,2010-10-29 10:39:35,2401.210949760942,2,1,0.5501165986061096,3.956824541091919,0.366910416323689,0.0,1.426975835192087,0.0,3.237724376958795e-05,0.0,0,0,0
86,2551.3045158799578,2010-10-29 10:40:05,2431.226130622089,2,1,0.5499359965324402,3.9586052894592285,0.371496780122806,0.0,1.445127127541001,0.0,6.47544875391759e-05,0.0,0,0,0
87,2581.3196187818057,2010-10-29 10:40:35,2461.2412335439863,2,1,0.5501165986061096,3.960062265396118,0.376083166007381,0.0,1.463285702510436,0.0,3.237724376958795e-05,0.0,0,0,0
88,2611.3348057782428,2010-10-29 10:41:05,2491.2564205404237,2,1,0.550297200679779,3.9618430137634277,0.380669571090326,0.0,1.481451469778856,0.0,9.713172767078504e-05,0.0,0,0,0
