Cycle_Index,Test_Time(s),Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Internal_Resistance(Ohm),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Charge_Time(s),DisCharge_Time(s),Vmax_On_Cycle(V)
1,10792.346403024383,2010-12-20 15:09:33,0.0003419754502829164,3.4229254722595215,0.880125689705061,0.883817862583682,3.542432058895495,3.203886050567256,0.09626661986112595,0,0,7538.433883102171,2893.852671695258,4.200138568878174
2,21531.678353084448,2010-12-20 18:08:34,0.0005225847125984728,3.4355523586273193,1.765976129629152,1.762959005409577,7.097414008934843,6.387785325838531,0.09537158161401749,0,0,7500.655591726685,2878.6019875093043,4.200138568878174
3,32228.025297629552,2010-12-20 21:06:51,0.0012450218200683594,3.4391138553619385,2.644922739729248,2.639736481412783,10.626238201271628,9.56010475692906,0.09464868903160095,0,0,7465.3893728092735,2870.8826747454114,4.200138568878174
4,42882.33733730523,2010-12-21 00:04:27,0.0007031940040178597,3.4188783168792725,3.523506698867597,3.523766775651116,14.1511525752581,12.769406033851002,0.0931989923119545,0,0,7399.85344201214,2894.38730904565,4.200138568878174
5,53569.0613795313,2010-12-21 03:02:35,0.0007031940040178597,3.4185545444488525,4.4075989326174,4.407727047916628,17.69579001956549,15.97936827598515,0.09400942176580429,0,0,7432.497794780246,2894.153640866746,4.200138568878174
6,64199.52601631392,2010-12-21 05:59:47,0.0007031940040178597,3.4441323280334473,5.291122161878999,5.282967768335718,21.23768213245771,19.150682587413613,0.09617981314659119,0,0,7404.827562053662,2865.5572214794624,4.200300693511963
7,74828.40268531292,2010-12-21 08:56:57,0.0003419754502829164,3.457730770111084,6.164753013390486,6.151036548975606,24.74460378777011,22.290080600976495,0.09770817309617996,0,0,7426.4597655272755,2842.3527390992067,4.200138568878174
8,85432.85779410289,2010-12-21 11:53:43,0.0007031940040178597,3.4554643630981445,7.032185471909675,7.018956250882492,28.229442645650906,25.42908388164728,0.09563027322292328,0,0,7402.8764510277315,2841.494131796664,4.200138568878174
9,96030.60797162424,2010-12-21 14:50:22,0.0003419754502829164,3.453521728515625,7.900087514976611,7.887127709407111,31.715564888217433,28.57005483161999,0.09554389119148254,0,0,7395.28346024451,2842.400494463629,4.200138568878174
10,106616.54658048225,2010-12-21 17:46:49,0.0007031940040178597,3.4590258598327637,8.768025716283566,8.753089593128593,35.20121377970342,31.70150890865124,0.09725112468004227,0,0,7390.722097428549,2835.1504333160374,4.200138568878174
11,117199.31963299596,2010-12-21 20:43:13,0.0005225847125984728,3.4595115184783936,9.633616326681087,9.618315699558709,38.67845332155612,34.829821957265374,0.09869350492954254,0,0,7390.049100191346,2832.647039438313,4.200138568878174
12,127754.89985172889,2010-12-21 23:39:10,0.0007031940040178597,3.4230873584747314,10.5008430158516,10.49585659530371,42.1604511960775,38.01635127345837,0.09400942176580429,0,0,7322.558324838325,2872.9354209488365,4.200138568878174
13,138369.05492632842,2010-12-22 02:36:05,0.0007031940040178597,3.421306610107422,11.378484303349891,11.374087244711664,45.67897935501767,41.20661881995728,0.0931989923119545,0,0,7378.985304031411,2875.123823541055,4.200138568878174
14,148952.2650865796,2010-12-22 05:32:30,0.0007031940040178597,3.4428372383117676,12.256597312850388,12.246443801199671,49.19884054767101,44.37176021878454,0.09400942176580429,0,0,7367.347610691651,2855.794874353396,4.200138568878174
15,159520.3773202057,2010-12-22 08:28:39,0.0003419754502829164,3.4591877460479736,13.126698445922242,13.111211978786327,52.691258738114094,47.50077275351898,0.09499162435531616,0,0,7376.772473139988,2831.2603428969824,4.200138568878174
16,170074.9542536932,2010-12-22 11:24:35,0.0005225847125984728,3.4604828357696533,13.990833172693009,13.97445222558966,56.1621854606911,50.62342398581324,0.09707558155059814,0,0,7368.207476332802,2826.2764266380727,4.200138568878174
