Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.00071500013495,2010-09-21 15:48:03,30.000715581586345,1,1,0.0,3.6712582111358643,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.015993563163434,2010-09-21 15:48:33,60.01599416967739,1,1,0.0,3.6712582111358643,0.0,0.0,0.0,0.0,-3.237724376958795e-05,0.0,0,0,0
3,90.03123638196884,2010-09-21 15:49:03,90.03123705865796,1,1,0.0,3.6712582111358643,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,120.01538074424236,2010-09-21 15:49:33,120.01538132569377,1,1,0.0,3.671420097351074,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5,150.03136861381992,2010-09-21 15:50:03,30.01557637140401,2,1,0.5501165986061096,3.7698464393615723,0.00458657072293,0.0,0.017234023190445,0.0,0.0005504131549969316,0.0,0,0,0
6,180.04626986502004,2010-09-21 15:50:33,60.030477627616634,2,1,0.5501165986061096,3.7819879055023193,0.009173046482907,0.0,0.034555760625436,0.0,0.00022664069547317922,0.0,0,0,0
7,210.0616335806024,2010-09-21 15:51:03,90.04584134319899,2,1,0.5501165986061096,3.787977695465088,0.013759561726858,0.0,0.051916966591732,0.0,0.0001295089750783518,0.0,0,0,0
8,240.0769016674808,2010-09-21 15:51:33,120.06110942506488,2,1,0.5501165986061096,3.791701078414917,0.018346085854273,0.0,0.069299760585062,0.0,9.713172767078504e-05,0.0,0,0,0
9,270.0922243205648,2010-09-21 15:52:03,150.0764321483241,2,1,0.5499359965324402,3.7947769165039062,0.022932597202893,0.0,0.086697852309276,0.0,3.237724376958795e-05,0.0,0,0,0
10,300.1073276662238,2010-09-21 15:52:33,180.09153539874532,2,1,0.550297200679779,3.7976908683776855,0.027519092604216,0.0,0.104109163632237,0.0,0.0001295089750783518,0.0,0,0,0
11,330.1227070208436,2010-09-21 15:53:03,210.10691475336512,2,1,0.5501165986061096,3.800604820251465,0.032105508224769,0.0,0.121532878892487,0.0,9.713172767078504e-05,0.0,0,0,0
12,360.1378504916612,2010-09-21 15:53:33,240.1220582492452,2,1,0.5501165986061096,3.8030331134796143,0.036691957354002,0.0,0.138969268799911,0.0,6.47544875391759e-05,0.0,0,0,0
13,390.1532438913396,2010-09-21 15:54:03,270.13745162386107,2,1,0.550297200679779,3.8057851791381836,0.041278442417741,0.0,0.156418272850954,0.0,6.47544875391759e-05,0.0,0,0,0
14,420.168759686536,2010-09-21 15:54:33,300.15296744913263,2,1,0.550297200679779,3.808699131011963,0.04586499424425,0.0,0.173879905195009,0.0,9.713172767078504e-05,0.0,0,0,0
15,450.1836790028294,2010-09-21 15:55:03,330.1678868305887,2,1,0.5501165986061096,3.8111274242401123,0.050451414078213,0.0,0.191353256958723,0.0,6.47544875391759e-05,0.0,0,0,0
16,480.1989708490147,2010-09-21 15:55:33,360.18317860659874,2,1,0.5499359965324402,3.8137176036834717,0.055037966935957,0.0,0.208839240400317,0.0,6.47544875391759e-05,0.0,0,0,0
17,510.2141839386114,2010-09-21 15:56:03,390.198391671133,2,1,0.550297200679779,3.816469669342041,0.059624480692214,0.0,0.226337343588833,0.0,9.713172767078504e-05,0.0,0,0,0
18,540.2313573214016,2010-09-21 15:56:33,420.21556507898566,2,1,0.550297200679779,3.8190598487854004,0.06421123030429,0.0,0.243848049291341,0.0,9.713172767078504e-05,0.0,0,0,0
19,570.2447341774769,2010-09-21 15:57:03,450.2289419400735,2,1,0.5501165986061096,3.8216500282287598,0.068797299607625,0.0,0.26136798242029,0.0,9.713172767078504e-05,0.0,0,0,0
20,600.2599954924516,2010-09-21 15:57:33,480.24420334026087,2,1,0.5501165986061096,3.824078321456909,0.07338379226884,0.0,0.278901341616029,0.0,6.47544875391759e-05,0.0,0,0,0
21,630.275267153251,2010-09-21 15:58:03,510.25947490582263,2,1,0.5499359965324402,3.8268303871154785,0.077970181982881,0.0,0.29644621906805,0.0,6.47544875391759e-05,0.0,0,0,0
22,660.2905512400677,2010-09-21 15:58:33,540.2747589776018,2,1,0.550297200679779,3.829420566558838,0.082556645679467,0.0,0.314003662725606,0.0,6.47544875391759e-05,0.0,0,0,0
23,690.3058186853447,2010-09-21 15:59:03,570.2900264429287,2,1,0.5501165986061096,3.832334518432617,0.087143145392406,0.0,0.331573809192002,0.0,9.713172767078504e-05,0.0,0,0,0
