Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.000639188824454,2011-01-18 13:17:53,30.00063978029859,1,1,0.0,3.7777788639068604,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.01575957925908,2011-01-18 13:18:23,60.01576014567075,1,1,0.0,3.7777788639068604,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,90.03087145346866,2011-01-18 13:18:53,90.03087202990531,1,1,0.0,3.7777788639068604,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,120.01431597288628,2011-01-18 13:19:23,120.01431672977266,1,1,0.0,3.7779407501220703,0.0,0.0,0.0,0.0,3.237724376958795e-05,0.0,0,0,0
5,150.03014556230193,2011-01-18 13:19:53,30.015413771630833,2,1,0.5501165986061096,3.879119396209717,0.00458651676658,0.0,0.017746110248381,0.0,0.00042090416536666453,0.0,0,0,0
6,180.04528716059306,2011-01-18 13:20:23,60.03055536992196,2,1,0.5501165986061096,3.8920702934265137,0.009172993478806,0.0,0.035569583993024,0.0,0.0002913951757363975,0.0,0,0,0
7,210.0603897366287,2011-01-18 13:20:53,90.04565794094512,2,1,0.5501165986061096,3.9003264904022217,0.013759468363589,0.0,0.05344046387865,0.0,0.00016188621520996094,0.0,0,0,0
8,240.0755187034383,2011-01-18 13:21:23,120.0607869077547,2,1,0.5501165986061096,3.90664005279541,0.018345908197137,0.0,0.071344549070597,0.0,0.0001295089750783518,0.0,0,0,0
9,270.0906596400804,2011-01-18 13:21:53,150.0759278443968,2,1,0.5501165986061096,3.911658525466919,0.022932299624366,0.0,0.089273620220217,0.0,0.0001295089750783518,0.0,0,0,0
10,300.1061548797546,2011-01-18 13:22:23,180.09142310913353,2,1,0.5501165986061096,3.915543556213379,0.027518857452248,0.0,0.107223691353189,0.0,9.713172767078504e-05,0.0,0,0,0
11,330.1210272570642,2011-01-18 13:22:53,210.10629548143064,2,1,0.550297200679779,3.919105052947998,0.032105288991322,0.0,0.125190317589961,0.0,9.713172767078504e-05,0.0,0,0,0
