Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.000524898978995,2010-10-08 14:29:45,30.000525465390663,1,1,0.0,3.424220561981201,0.0,0.0,0.0,0.0,3.237724376958795e-05,0.0,0,0,0
2,60.01570218621796,2010-10-08 14:30:15,60.01570278270459,1,1,0.0,3.424382448196411,0.0,0.0,0.0,0.0,3.237724376958795e-05,0.0,0,0,0
3,90.03081256670471,2010-10-08 14:30:45,90.0308131331164,1,1,0.0,3.424382448196411,0.0,0.0,0.0,0.0,3.237724376958795e-05,0.0,0,0,0
4,120.0143454363182,2010-10-08 14:31:15,120.01434611801722,1,1,0.0,3.424382448196411,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5,150.0305101734094,2010-10-08 14:31:46,30.01573271653968,2,1,0.5501165986061096,3.5674893856048584,0.004587053620182,0.0,0.016231715390541,0.0,0.0013922214275225997,0.0,0,0,0
6,180.0453124911089,2010-10-08 14:32:16,60.03053490892687,2,1,0.550297200679779,3.6113603115081787,0.009173901388684,0.0,0.032700409636681,0.0,0.0010360718006268144,0.0,0,0,0
7,210.0605744293241,2010-10-08 14:32:46,90.04579687721706,2,1,0.5501165986061096,3.64681339263916,0.013760880967661,0.0,0.049349704364186,0.0,0.0008741855854168534,0.0,0,0,0
8,240.0755864797421,2010-10-08 14:33:16,120.06080890257256,2,1,0.5501165986061096,3.676600217819214,0.018347732649922,0.0,0.066146816226252,0.0,0.000744676566682756,0.0,0,0,0
9,270.0912188912909,2010-10-08 14:33:46,150.07644131412135,2,1,0.5501165986061096,3.7023401260375977,0.022934712064602,0.0,0.083071166657617,0.0,0.0006475448608398438,0.0,0,0,0
10,300.10585659873095,2010-10-08 14:34:16,180.09107901654892,2,1,0.5501165986061096,3.725004196166992,0.02752155694299,0.0,0.100106184430682,0.0,0.000582790351472795,0.0,0,0,0
11,330.1211020709078,2010-10-08 14:34:46,210.10632449373824,2,1,0.5501165986061096,3.7450780868530273,0.032108539802423,0.0,0.117240262513356,0.0,0.00045328139094635844,0.0,0,0,0
12,360.1361313191881,2010-10-08 14:35:16,240.12135374201856,2,1,0.5501165986061096,3.763532876968384,0.036695391085924,0.0,0.134461981627153,0.0,0.00045328139094635844,0.0,0,0,0
13,390.15139435012674,2010-10-08 14:35:46,270.13661687821957,2,1,0.5501165986061096,3.77858829498291,0.041282333599095,0.0,0.151761156662382,0.0,0.0003237724304199219,0.0,0,0,0
14,420.1663860698745,2010-10-08 14:36:16,300.1516084927049,2,1,0.5501165986061096,3.7894346714019775,0.045869243808915,0.0,0.169120045988551,0.0,0.0002590179501567036,0.0,0,0,0
15,450.181654258668,2010-10-08 14:36:46,330.1668767115735,2,1,0.5501165986061096,3.7946150302886963,0.050456199751963,0.0,0.186515104247371,0.0,6.47544875391759e-05,0.0,0,0,0
16,480.196777837048,2010-10-08 14:37:16,360.18200027992845,2,1,0.5501165986061096,3.7972052097320557,0.055043116804134,0.0,0.203927435411137,0.0,3.237724376958795e-05,0.0,0,0,0
17,510.21182132582,2010-10-08 14:37:46,390.19704377371295,2,1,0.5501165986061096,3.7988240718841553,0.059630020065739,0.0,0.221349100861136,0.0,0.0,0.0,0,0,0
18,540.226926357977,2010-10-08 14:38:16,420.21214877078256,2,1,0.5501165986061096,3.800442934036255,0.064216917604673,0.0,0.238778016152627,0.0,3.237724376958795e-05,0.0,0,0,0
19,570.2420512195552,2010-10-08 14:38:46,450.2272736624356,2,1,0.5501165986061096,3.8020617961883545,0.068803845161453,0.0,0.256214382281708,0.0,0.0,0.0,0,0,0
20,600.2572017751708,2010-10-08 14:39:16,480.24242425313867,2,1,0.5501165986061096,3.803842544555664,0.073390706090089,0.0,0.273658421171068,0.0,3.237724376958795e-05,0.0,0,0,0
21,630.2743745307308,2010-10-08 14:39:46,510.25959701371113,2,1,0.5501165986061096,3.8057851791381836,0.077977868678254,0.0,0.291112098911054,0.0,3.237724376958795e-05,0.0,0,0,0
22,660.2874647363201,2010-10-08 14:40:16,540.2726871842129,2,1,0.550297200679779,3.807889699935913,0.082564514789463,0.0,0.308572736664674,0.0,6.47544875391759e-05,0.0,0,0,0
23,690.3026107806922,2010-10-08 14:40:46,570.28783329876,2,1,0.5501165986061096,3.8098323345184326,0.08715149225201,0.0,0.326043787939978,0.0,3.237724376958795e-05,0.0,0,0,0
24,720.317762419006,2010-10-08 14:41:16,600.3029849470989,2,1,0.5499359965324402,3.811774969100952,0.091738544362175,0.0,0.343524390438726,0.0,3.237724376958795e-05,0.0,0,0,0
25,750.3328817818797,2010-10-08 14:41:46,630.3181042047103,2,1,0.5501165986061096,3.8142032623291016,0.096325483045607,0.0,0.361013982947018,0.0,6.47544875391759e-05,0.0,0,0,0
26,780.3479977312459,2010-10-08 14:42:16,660.3332201490639,2,1,0.5501165986061096,3.815984010696411,0.100912448715699,0.0,0.378513247400345,0.0,6.47544875391759e-05,0.0,0,0,0
